date,month,day,year,Call_Count,Temp_Avg
June/21/2013,June,21,2013,"3,962",73
June/21/2014,June,21,2014,"3,901",70
June/21/2015,June,21,2015,"3,968",80
June/21/2016,June,21,2016,"4,117",80
June/21/2017,June,21,2017,"4,274",77
July/21/2013,July,21,2013,"3,691",83
July/21/2014,July,21,2014,"3,838",76
July/21/2015,July,21,2015,"4,231",82
July/21/2016,July,21,2016,"4,061",81
July/21/2017,July,21,2017,"4,470",84
August/21/2013,August,21,2013,"3,614",81
August/21/2014,August,21,2014,"3,750",74
August/21/2015,August,21,2015,"4,093",79
August/21/2016,August,21,2016,"3,909",80
August/21/2017,August,21,2017,"4,226",79
September/21/2013,September,21,2013,"3,544",69
September/21/2014,September,21,2014,"3,979",71
September/21/2015,September,21,2015,"4,013",66
September/21/2016,September,21,2016,"4,110",76
September/21/2017,September,21,2017,"4,054",76
October/21/2013,October,21,2013,"3,603",58
October/21/2014,October,21,2014,"3,928",61
October/21/2015,October,21,2015,"4,078",67
October/21/2016,October,21,2016,"4,211",63
October/21/2017,October,21,2017,"3,949",67
November/21/2013,November,21,2013,"3,406",44
November/21/2014,November,21,2014,"3,575",33
November/21/2015,November,21,2015,"3,607",48
November/21/2016,November,21,2016,"3,752",39
November/21/2017,November,21,2017,"3,922",50
December/21/2013,December,21,2013,"3,952",58
December/21/2014,December,21,2014,"3,388",34
December/21/2015,December,21,2015,"3,869",48
December/21/2016,December,21,2016,"4,086",35
December/21/2017,December,21,2017,"4,097",36
January/22/2013,January,22,2013,"3,440",20
January/22/2014,January,22,2014,"3,323",11
January/22/2015,January,22,2015,"3,745",36
January/22/2016,January,22,2016,"3,905",26
January/22/2017,January,22,2017,"3,729",46
February/22/2013,February,22,2013,"3,424",32
February/22/2014,February,22,2014,"3,498",47
February/22/2015,February,22,2015,"3,565",38
February/22/2016,February,22,2016,"4,110",45
February/22/2017,February,22,2017,"3,626",50
March/22/2013,March,22,2013,"3,477",35
March/22/2014,March,22,2014,"3,642",52
March/22/2015,March,22,2015,"3,418",36
March/22/2016,March,22,2016,"3,802",46
March/22/2017,March,22,2017,"3,840",37
April/22/2013,April,22,2013,"3,620",48
April/22/2014,April,22,2014,"3,544",61
April/22/2015,April,22,2015,"4,022",59
April/22/2016,April,22,2016,"4,218",71
April/22/2017,April,22,2017,"3,812",53
May/22/2013,May,22,2013,"3,754",69
May/22/2014,May,22,2014,"3,634",63
May/22/2015,May,22,2015,"4,216",65
May/22/2016,May,22,2016,"3,610",61
May/22/2017,May,22,2017,"4,123",57
June/22/2013,June,22,2013,"3,866",75
June/22/2014,June,22,2014,"3,702",72
June/22/2015,June,22,2015,"4,430",79
June/22/2016,June,22,2016,"4,135",77
June/22/2017,June,22,2017,"4,385",76
July/22/2013,July,22,2013,"4,189",81
July/22/2014,July,22,2014,"3,782",79
July/22/2015,July,22,2015,"4,130",77
July/22/2016,July,22,2016,"4,208",84
July/22/2017,July,22,2017,"4,331",82
August/22/2013,August,22,2013,"3,520",75
August/22/2014,August,22,2014,"3,563",72
August/22/2015,August,22,2015,"4,074",78
August/22/2016,August,22,2016,"3,831",72
August/22/2017,August,22,2017,"4,255",81
September/22/2013,September,22,2013,"3,441",62
September/22/2014,September,22,2014,"3,966",63
September/22/2015,September,22,2015,"3,944",67
September/22/2016,September,22,2016,"4,167",76
September/22/2017,September,22,2017,"4,087",74
October/22/2013,October,22,2013,"3,492",59
October/22/2014,October,22,2014,"3,651",54
October/22/2015,October,22,2015,"4,090",67
October/22/2016,October,22,2016,"3,579",52
October/22/2017,October,22,2017,"3,909",67
November/22/2013,November,22,2013,"3,649",54
November/22/2014,November,22,2014,"3,457",36
November/22/2015,November,22,2015,"3,434",49
November/22/2016,November,22,2016,"3,689",39
November/22/2017,November,22,2017,"4,057",46
December/22/2013,December,22,2013,"3,622",66
December/22/2014,December,22,2014,"3,715",40
December/22/2015,December,22,2015,"3,865",58
December/22/2016,December,22,2016,"4,180",43
December/22/2017,December,22,2017,"4,379",43
January/23/2013,January,23,2013,"3,244",16
January/23/2014,January,23,2014,"3,641",14
January/23/2015,January,23,2015,"3,876",34
January/23/2016,January,23,2016,"3,994",26
January/24/2017,January,24,2017,"4,106",40
February/23/2013,February,23,2013,"3,232",39
February/23/2014,February,23,2014,"3,443",49
February/24/2015,February,24,2015,"4,124",23
February/23/2016,February,23,2016,"3,861",38
February/23/2017,February,23,2017,"3,695",55
March/23/2013,March,23,2013,"3,219",39
March/23/2014,March,23,2014,"3,427",35
March/23/2015,March,23,2015,"3,849",31
March/24/2016,March,24,2016,"4,053",60
March/23/2017,March,23,2017,"3,863",33
April/23/2013,April,23,2013,"3,395",47
April/23/2014,April,23,2014,"3,573",53
April/23/2015,April,23,2015,"3,788",47
April/23/2016,April,23,2016,"3,908",63
April/23/2017,April,23,2017,"3,788",56
May/23/2013,May,23,2013,"3,847",72
May/23/2014,May,23,2014,"3,773",64
May/23/2015,May,23,2015,"3,746",60
May/24/2016,May,24,2016,"4,129",67
May/24/2017,May,24,2017,"4,091",63
June/23/2013,June,23,2013,"3,791",79
June/23/2014,June,23,2014,"3,910",73
June/24/2015,June,24,2015,"4,379",83
June/24/2016,June,24,2016,"4,087",76
June/24/2017,June,24,2017,"4,458",80
July/23/2013,July,23,2013,"3,929",80
July/23/2014,July,23,2014,"3,966",80
July/24/2015,July,24,2015,"4,237",77
July/24/2016,July,24,2016,"4,344",88
July/23/2017,July,23,2017,"3,901",75
August/23/2013,August,23,2013,"3,698",77
August/23/2014,August,23,2014,"3,627",72
August/24/2015,August,24,2015,"4,048",78
August/23/2016,August,23,2016,"3,870",72
August/23/2017,August,23,2017,"3,915",76
September/23/2013,September,23,2013,"3,702",58
September/23/2014,September,23,2014,"3,863",62
September/23/2015,September,23,2015,"3,787",70
September/24/2016,September,24,2016,"4,361",76
September/24/2017,September,24,2017,"4,236",78
October/23/2013,October,23,2013,"3,326",50
October/23/2014,October,23,2014,"3,620",52
October/23/2015,October,23,2015,"3,924",55
October/23/2016,October,23,2016,"3,605",53
October/24/2017,October,24,2017,"4,296",68
November/23/2013,November,23,2013,"3,322",43
November/23/2014,November,23,2014,"3,414",50
November/23/2015,November,23,2015,"3,669",39
November/23/2016,November,23,2016,"3,650",40
November/23/2017,November,23,2017,"3,383",37
December/23/2013,December,23,2013,"3,708",53
December/23/2014,December,23,2014,"3,919",45
December/23/2015,December,23,2015,"3,919",58
December/24/2016,December,24,2016,"4,362",43
December/23/2017,December,23,2017,"3,920",43
January/24/2013,January,24,2013,"3,379",17
January/24/2014,January,24,2014,"3,463",15
January/24/2015,January,24,2015,"3,571",36
January/24/2016,January,24,2016,"3,982",28
January/24/2017,January,24,2017,"3,863",37
February/24/2013,February,24,2013,"3,169",41
February/24/2014,February,24,2014,"3,564",36
February/24/2015,February,24,2015,"3,862",14
February/24/2016,February,24,2016,"3,999",48
February/24/2017,February,24,2017,"4,064",64
March/24/2013,March,24,2013,"3,225",40
March/24/2014,March,24,2014,"3,508",28
March/24/2015,March,24,2015,"3,716",36
March/24/2016,March,24,2016,"3,981",50
March/24/2017,March,24,2017,"3,947",47
April/24/2013,April,24,2013,"3,563",57
April/24/2014,April,24,2014,"3,533",52
April/24/2015,April,24,2015,"3,925",46
April/24/2016,April,24,2016,"3,550",58
April/24/2017,April,24,2017,"4,108",54
May/24/2013,May,24,2013,"3,575",55
May/24/2014,May,24,2014,"3,365",64
May/24/2015,May,24,2015,"3,850",69
May/24/2016,May,24,2016,"3,983",66
May/24/2017,May,24,2017,"4,190",63
June/24/2013,June,24,2013,"4,291",83
June/24/2014,June,24,2014,"3,789",75
June/24/2015,June,24,2015,"4,339",76
June/24/2016,June,24,2016,"4,292",76
June/24/2017,June,24,2017,"4,215",78
July/24/2013,July,24,2013,"3,652",76
July/24/2014,July,24,2014,"3,754",75
July/24/2015,July,24,2015,"4,272",79
July/24/2016,July,24,2016,"4,116",85
July/24/2017,July,24,2017,"3,853",68
August/24/2013,August,24,2013,"3,515",73
August/24/2014,August,24,2014,"3,652",72
August/24/2015,August,24,2015,"4,079",80
August/24/2016,August,24,2016,"3,889",78
August/24/2017,August,24,2017,"3,895",73
September/24/2013,September,24,2013,"3,684",60
September/24/2014,September,24,2014,"3,833",65
September/24/2015,September,24,2015,"4,036",71
September/24/2016,September,24,2016,"3,813",65
September/24/2017,September,24,2017,"4,287",80
October/24/2013,October,24,2013,"3,572",48
October/24/2014,October,24,2014,"3,915",57
October/24/2015,October,24,2015,"3,525",49
October/24/2016,October,24,2016,"3,913",55
October/24/2017,October,24,2017,"3,995",71
November/24/2013,November,24,2013,"3,023",27
November/24/2014,November,24,2014,"4,036",61
November/24/2015,November,24,2015,"3,670",39
November/24/2016,November,24,2016,"3,180",43
November/24/2017,November,24,2017,"3,896",43
December/24/2013,December,24,2013,"3,290",34
December/24/2014,December,24,2014,"3,658",51
December/24/2015,December,24,2015,"3,821",68
December/24/2016,December,24,2016,"4,024",43
December/24/2017,December,24,2017,"3,592",39
January/25/2013,January,25,2013,"3,526",19
January/25/2014,January,25,2014,"3,217",24
January/25/2015,January,25,2015,"3,577",37
January/25/2016,January,25,2016,"4,558",34
January/25/2017,January,25,2017,"4,051",44
February/25/2013,February,25,2013,"3,532",39
February/25/2014,February,25,2014,"3,378",29
February/25/2015,February,25,2015,"3,955",29
February/25/2016,February,25,2016,"3,982",49
February/25/2017,February,25,2017,"3,794",54
March/25/2013,March,25,2013,"3,421",38
March/25/2014,March,25,2014,"3,676",33
March/25/2015,March,25,2015,"3,907",42
March/25/2016,March,25,2016,"3,850",58
March/25/2017,March,25,2017,"3,764",52
April/25/2013,April,25,2013,"3,618",56
April/25/2014,April,25,2014,"3,608",54
April/25/2015,April,25,2015,"3,780",50
April/25/2016,April,25,2016,"4,054",60
April/25/2017,April,25,2017,"3,960",52
May/25/2013,May,25,2013,"3,232",50
May/25/2014,May,25,2014,"3,575",68
May/25/2015,May,25,2015,"3,794",75
May/25/2016,May,25,2016,"4,268",75
May/25/2017,May,25,2017,"4,037",58
June/25/2013,June,25,2013,"3,935",82
June/25/2014,June,25,2014,"3,860",78
June/25/2015,June,25,2015,"4,199",74
June/25/2016,June,25,2016,"3,965",75
June/25/2017,June,25,2017,"4,353",76
July/25/2013,July,25,2013,"3,331",66
July/25/2014,July,25,2014,"3,826",74
July/25/2015,July,25,2015,"4,183",79
July/25/2016,July,25,2016,"4,240",83
July/25/2017,July,25,2017,"3,847",67
August/25/2013,August,25,2013,"3,500",74
August/25/2014,August,25,2014,"3,733",76
August/25/2015,August,25,2015,"4,096",82
August/25/2016,August,25,2016,"3,980",78
August/25/2017,August,25,2017,"4,061",71
September/25/2013,September,25,2013,"3,610",63
September/25/2014,September,25,2014,"3,465",61
September/25/2015,September,25,2015,"4,078",70
September/25/2016,September,25,2016,"3,787",62
September/25/2017,September,25,2017,"4,296",79
October/25/2013,October,25,2013,"3,523",47
October/25/2014,October,25,2014,"3,750",59
October/25/2015,October,25,2015,"3,508",58
October/25/2016,October,25,2016,"3,613",48
October/25/2017,October,25,2017,"4,034",62
November/25/2013,November,25,2013,"3,489",29
November/25/2014,November,25,2014,"3,579",60
November/25/2015,November,25,2015,"3,589",43
November/25/2016,November,25,2016,"3,833",50
November/25/2017,November,25,2017,"3,844",50
December/25/2013,December,25,2013,"3,207",25
December/25/2014,December,25,2014,"3,476",53
December/25/2015,December,25,2015,"3,661",62
December/25/2016,December,25,2016,"3,582",43
December/25/2017,December,25,2017,"3,401",33
January/26/2013,January,26,2013,"3,328",21
January/26/2014,January,26,2014,"3,198",26
January/26/2015,January,26,2015,"3,921",27
January/26/2016,January,26,2016,"4,253",43
January/26/2017,January,26,2017,"4,054",50
February/26/2013,February,26,2013,"3,462",40
February/26/2014,February,26,2014,"3,337",26
February/26/2015,February,26,2015,"3,605",27
February/26/2016,February,26,2016,"4,079",33
February/26/2017,February,26,2017,"3,376",40
March/26/2013,March,26,2013,"3,241",45
March/26/2014,March,26,2014,"3,848",30
March/26/2015,March,26,2015,"3,863",52
March/26/2016,March,26,2016,"3,569",47
March/26/2017,March,26,2017,"3,485",40
April/26/2013,April,26,2013,"3,644",59
April/26/2014,April,26,2014,"3,668",57
April/26/2015,April,26,2015,"3,684",55
April/26/2016,April,26,2016,"3,596",54
April/26/2017,April,26,2017,"3,915",57
May/26/2013,May,26,2013,"3,346",57
May/26/2014,May,26,2014,"3,610",76
May/26/2015,May,26,2015,"4,337",78
May/26/2016,May,26,2016,"4,309",80
May/26/2017,May,26,2017,"4,253",65
June/26/2013,June,26,2013,"4,053",80
June/26/2014,June,26,2014,"3,879",78
June/26/2015,June,26,2015,"4,284",75
June/26/2016,June,26,2016,"3,904",77
June/26/2017,June,26,2017,"4,211",72
July/26/2013,July,26,2013,"3,539",74
July/26/2014,July,26,2014,"3,796",75
July/26/2015,July,26,2015,"4,211",82
July/26/2016,July,26,2016,"4,113",81
July/26/2017,July,26,2017,"3,996",71
August/26/2013,August,26,2013,"3,595",76
August/26/2014,August,26,2014,"3,837",80
August/26/2015,August,26,2015,"3,883",76
August/26/2016,August,26,2016,"4,174",83
August/26/2017,August,26,2017,"3,811",70
September/26/2013,September,26,2013,"3,591",65
September/26/2014,September,26,2014,"3,916",68
September/26/2015,September,26,2015,"3,757",67
September/26/2016,September,26,2016,"3,977",64
September/26/2017,September,26,2017,"4,150",76
October/26/2013,October,26,2013,"3,368",48
October/26/2014,October,26,2014,"3,512",58
October/26/2015,October,26,2015,"3,844",52
October/26/2016,October,26,2016,"3,706",45
October/26/2017,October,26,2017,"3,904",54
November/26/2013,November,26,2013,"3,623",40
November/26/2014,November,26,2014,"3,338",43
November/26/2015,November,26,2015,"3,212",51
November/26/2016,November,26,2016,"3,494",45
November/26/2017,November,26,2017,"3,520",46
December/26/2013,December,26,2013,"3,329",33
December/26/2014,December,26,2014,"3,693",45
December/26/2015,December,26,2015,"3,385",53
December/26/2016,December,26,2016,"3,940",42
December/26/2017,December,26,2017,"3,814",26
January/27/2013,January,27,2013,"3,232",27
January/27/2014,January,27,2014,"3,569",33
January/27/2015,January,27,2015,"3,412",25
January/27/2016,January,27,2016,"3,966",41
January/27/2017,January,27,2017,"3,878",40
February/27/2013,February,27,2013,"3,300",42
February/27/2014,February,27,2014,"3,467",24
February/27/2015,February,27,2015,"3,853",24
February/27/2016,February,27,2016,"3,776",34
February/27/2017,February,27,2017,"3,849",45
March/27/2013,March,27,2013,"3,221",45
March/27/2014,March,27,2014,"3,747",33
March/27/2015,March,27,2015,"3,746",43
March/27/2016,March,27,2016,"3,418",49
March/27/2017,March,27,2017,"4,085",45
April/27/2013,April,27,2013,"3,432",60
April/27/2014,April,27,2014,"3,384",53
April/27/2015,April,27,2015,"3,867",56
April/27/2016,April,27,2016,"3,742",54
April/27/2017,April,27,2017,"4,115",64
May/27/2013,May,27,2013,"3,460",62
May/27/2014,May,27,2014,"4,311",75
May/27/2015,May,27,2015,"4,015",78
May/27/2016,May,27,2016,"4,354",80
May/27/2017,May,27,2017,"3,888",65
June/27/2013,June,27,2013,"3,856",80
June/27/2014,June,27,2014,"3,780",75
June/27/2015,June,27,2015,"3,824",65
June/27/2016,June,27,2016,"4,339",75
June/27/2017,June,27,2017,"4,306",69
July/27/2013,July,27,2013,"3,701",76
July/27/2014,July,27,2014,"3,807",78
July/27/2015,July,27,2015,"4,342",79
July/27/2016,July,27,2016,"4,233",83
July/27/2017,July,27,2017,"3,893",72
August/27/2013,August,27,2013,"3,611",79
August/27/2014,August,27,2014,"3,801",80
August/27/2015,August,27,2015,"3,999",75
August/27/2016,August,27,2016,"3,867",81
August/27/2017,August,27,2017,"3,843",71
September/27/2013,September,27,2013,"3,596",63
September/27/2014,September,27,2014,"3,988",72
September/27/2015,September,27,2015,"3,648",64
September/27/2016,September,27,2016,"3,952",69
September/27/2017,September,27,2017,"4,453",78
October/27/2013,October,27,2013,"3,272",52
October/27/2014,October,27,2014,"4,058",56
October/27/2015,October,27,2015,"3,689",52
October/27/2016,October,27,2016,"3,748",48
October/27/2017,October,27,2017,"4,114",55
November/27/2013,November,27,2013,"3,336",49
November/27/2014,November,27,2014,"2,976",36
November/27/2015,November,27,2015,"3,687",58
November/27/2016,November,27,2016,"3,421",45
November/27/2017,November,27,2017,"4,281",45
December/27/2013,December,27,2013,"3,481",36
December/27/2014,December,27,2014,"3,661",50
December/27/2015,December,27,2015,"3,564",54
December/27/2016,December,27,2016,"4,315",50
December/27/2017,December,27,2017,"3,944",21
January/28/2013,January,28,2013,"3,625",33
January/28/2014,January,28,2014,"3,474",17
January/28/2015,January,28,2015,"3,916",25
January/28/2016,January,28,2016,"4,039",37
January/28/2017,January,28,2017,"3,872",37
February/28/2013,February,28,2013,"3,481",45
February/28/2014,February,28,2014,"3,469",17
February/28/2015,February,28,2015,"3,567",21
February/28/2016,February,28,2016,"3,649",49
February/28/2017,February,28,2017,"3,774",53
March/28/2013,March,28,2013,"3,375",44
March/28/2014,March,28,2014,"3,969",50
March/28/2015,March,28,2015,"3,456",33
March/28/2016,March,28,2016,"3,874",52
March/28/2017,March,28,2017,"3,713",44
April/28/2013,April,28,2013,"3,238",60
April/28/2014,April,28,2014,"3,907",56
April/28/2015,April,28,2015,"3,989",61
April/28/2016,April,28,2016,"3,529",54
April/28/2017,April,28,2017,"4,350",72
May/28/2013,May,28,2013,"3,610",62
May/28/2014,May,28,2014,"3,499",59
May/28/2015,May,28,2015,"4,188",78
May/28/2016,May,28,2016,"4,202",82
May/28/2017,May,28,2017,"3,721",65
June/28/2013,June,28,2013,"3,859",79
June/28/2014,June,28,2014,"3,889",77
June/28/2015,June,28,2015,"3,707",68
June/28/2016,June,28,2016,"3,857",72
June/28/2017,June,28,2017,"4,158",70
July/28/2013,July,28,2013,"3,354",74
July/28/2014,July,28,2014,"3,829",75
July/28/2015,July,28,2015,"4,272",85
July/28/2016,July,28,2016,"4,128",85
July/28/2017,July,28,2017,"4,015",78
August/28/2013,August,28,2013,"3,514",79
August/28/2014,August,28,2014,"3,733",74
August/28/2015,August,28,2015,"3,891",73
August/28/2016,August,28,2016,"3,812",81
August/28/2017,August,28,2017,"3,816",70
September/28/2013,September,28,2013,"3,524",65
September/28/2014,September,28,2014,"3,785",74
September/28/2015,September,28,2015,"4,114",72
September/28/2016,September,28,2016,"3,726",63
September/28/2017,September,28,2017,"4,077",69
October/28/2013,October,28,2013,"3,720",52
October/28/2014,October,28,2014,"3,839",63
October/28/2015,October,28,2015,"3,722",61
October/28/2016,October,28,2016,"3,873",47
October/28/2017,October,28,2017,"4,029",62
November/28/2013,November,28,2013,"2,813",33
November/28/2014,November,28,2014,"3,425",33
November/28/2015,November,28,2015,"3,359",55
November/28/2016,November,28,2016,"3,914",45
November/28/2017,November,28,2017,"4,036",45
December/28/2013,December,28,2013,"3,435",46
December/28/2014,December,28,2014,"3,545",49
December/28/2015,December,28,2015,"3,660",40
December/28/2016,December,28,2016,"3,987",37
December/28/2017,December,28,2017,"3,928",15
January/29/2013,January,29,2013,"3,660",43
January/29/2014,January,29,2014,"3,466",19
January/29/2015,January,29,2015,"3,777",28
January/29/2016,January,29,2016,"4,068",36
January/29/2017,January,29,2017,"3,523",39
February/29/2016,February,29,2016,"4,177",54
March/29/2013,March,29,2013,"3,232",48
March/29/2014,March,29,2014,"3,516",51
March/29/2015,March,29,2015,"3,592",36
March/29/2016,March,29,2016,"3,728",47
March/29/2017,March,29,2017,"3,878",51
April/29/2013,April,29,2013,"3,579",55
April/29/2014,April,29,2014,"3,452",48
April/29/2015,April,29,2015,"4,211",64
April/29/2016,April,29,2016,"3,609",52
April/29/2017,April,29,2017,"4,360",75
May/29/2013,May,29,2013,"3,828",70
May/29/2014,May,29,2014,"3,659",59
May/29/2015,May,29,2015,"4,362",75
May/29/2016,May,29,2016,"4,049",79
May/29/2017,May,29,2017,"3,484",59
June/29/2013,June,29,2013,"4,009",77
June/29/2014,June,29,2014,"3,763",76
June/29/2015,June,29,2015,"4,234",70
June/29/2016,June,29,2016,"4,110",75
June/29/2017,June,29,2017,"4,035",75
July/29/2013,July,29,2013,"3,668",77
July/29/2014,July,29,2014,"3,557",70
July/29/2015,July,29,2015,"4,347",87
July/29/2016,July,29,2016,"4,010",77
July/29/2017,July,29,2017,"3,702",72
August/29/2013,August,29,2013,"3,510",76
August/29/2014,August,29,2014,"3,755",71
August/29/2015,August,29,2015,"3,981",77
August/29/2016,August,29,2016,"4,036",83
August/29/2017,August,29,2017,"3,500",65
September/29/2013,September,29,2013,"3,423",65
September/29/2014,September,29,2014,"4,097",73
September/29/2015,September,29,2015,"4,092",78
September/29/2016,September,29,2016,"3,632",61
September/29/2017,September,29,2017,"4,104",62
October/29/2013,October,29,2013,"3,550",50
October/29/2014,October,29,2014,"3,852",62
October/29/2015,October,29,2015,"3,894",65
October/29/2016,October,29,2016,"3,713",52
October/29/2017,October,29,2017,"3,901",64
November/29/2013,November,29,2013,"3,302",34
November/29/2014,November,29,2014,"3,164",36
November/29/2015,November,29,2015,"3,326",44
November/29/2016,November,29,2016,"3,945",56
November/29/2017,November,29,2017,"4,132",53
December/29/2013,December,29,2013,"3,269",45
December/29/2014,December,29,2014,"3,747",39
December/29/2015,December,29,2015,"3,589",40
December/29/2016,December,29,2016,"3,951",40
December/29/2017,December,29,2017,"4,011",17
January/30/2013,January,30,2013,"3,566",49
January/30/2014,January,30,2014,"3,454",23
January/30/2015,January,30,2015,"3,837",29
January/30/2016,January,30,2016,"3,753",34
January/30/2017,January,30,2017,"3,981",34
March/30/2013,March,30,2013,"3,395",50
March/30/2014,March,30,2014,"3,389",44
March/30/2015,March,30,2015,"3,873",45
March/30/2016,March,30,2016,"3,982",47
March/30/2017,March,30,2017,"3,919",45
April/30/2013,April,30,2013,"3,431",60
April/30/2014,April,30,2014,"3,220",47
April/30/2015,April,30,2015,"3,964",58
April/30/2016,April,30,2016,"3,859",56
April/30/2017,April,30,2017,"3,678",60
May/30/2013,May,30,2013,"4,085",81
May/30/2014,May,30,2014,"3,789",65
May/30/2015,May,30,2015,"4,194",76
May/30/2016,May,30,2016,"3,661",75
May/30/2017,May,30,2017,"4,023",58
June/30/2013,June,30,2013,"3,830",80
June/30/2014,June,30,2014,"3,899",77
June/30/2015,June,30,2015,"3,928",75
June/30/2016,June,30,2016,"4,121",76
June/30/2017,June,30,2017,"4,284",81
July/30/2013,July,30,2013,"3,668",75
July/30/2014,July,30,2014,"3,541",72
July/30/2015,July,30,2015,"4,291",82
July/30/2016,July,30,2016,"4,053",79
July/30/2017,July,30,2017,"3,841",73
August/30/2013,August,30,2013,"3,697",78
August/30/2014,August,30,2014,"3,758",73
August/30/2015,August,30,2015,"3,987",81
August/30/2016,August,30,2016,"3,767",78
August/30/2017,August,30,2017,"3,944",69
September/30/2013,September,30,2013,"3,611",66
September/30/2014,September,30,2014,"3,842",67
September/30/2015,September,30,2015,"3,947",69
September/30/2016,September,30,2016,"3,887",58
September/30/2017,September,30,2017,"3,863",60
October/30/2013,October,30,2013,"3,506",54
October/30/2014,October,30,2014,"3,832",53
October/30/2015,October,30,2015,"3,983",55
October/30/2016,October,30,2016,"4,064",65
October/30/2017,October,30,2017,"3,983",54
November/30/2013,November,30,2013,"3,124",32
November/30/2014,November,30,2014,"3,323",50
November/30/2015,November,30,2015,"3,749",40
November/30/2016,November,30,2016,"3,892",54
November/30/2017,November,30,2017,"4,052",46
December/30/2013,December,30,2013,"3,373",34
December/30/2014,December,30,2014,"3,473",31
December/30/2015,December,30,2015,"3,594",43
December/30/2016,December,30,2016,"3,941",37
December/30/2017,December,30,2017,"4,021",20
January/31/2013,January,31,2013,"3,510",46
January/31/2014,January,31,2014,"3,466",32
January/31/2015,January,31,2015,"3,592",20
January/31/2016,January,31,2016,"3,663",46
January/31/2017,January,31,2017,"3,702",30
March/31/2013,March,31,2013,"3,273",49
March/31/2014,March,31,2014,"4,010",46
March/31/2015,March,31,2015,"3,745",41
March/31/2016,March,31,2016,"4,027",61
March/31/2017,March,31,2017,"3,770",40
May/31/2013,May,31,2013,"4,367",83
May/31/2014,May,31,2014,"3,613",65
May/31/2015,May,31,2015,"4,033",72
May/31/2016,May,31,2016,"4,338",78
May/31/2017,May,31,2017,"4,156",67
July/31/2013,July,31,2013,"3,521",75
July/31/2014,July,31,2014,"3,693",75
July/31/2015,July,31,2015,"4,373",81
July/31/2016,July,31,2016,"3,770",75
July/31/2017,July,31,2017,"4,004",77
August/31/2013,August,31,2013,"3,840",80
August/31/2014,August,31,2014,"3,874",82
August/31/2015,August,31,2015,"4,402",84
August/31/2016,August,31,2016,"3,990",82
August/31/2017,August,31,2017,"3,755",73
October/31/2013,October,31,2013,"3,575",60
October/31/2014,October,31,2014,"3,793",50
October/31/2015,October,31,2015,"3,808",49
October/31/2016,October,31,2016,"3,743",49
October/31/2017,October,31,2017,"3,883",51
December/31/2013,December,31,2013,"3,249",27
December/31/2014,December,31,2014,"3,476",30
December/31/2015,December,31,2015,"3,446",45
December/31/2016,December,31,2016,"3,871",38
December/31/2017,December,31,2017,"3,734",15